rank bib last_name first_name country diff exec total qual
1 273 UCHIMURA Kohei JPN 6.400 8.200 14.600 Q
2 378 MIKULAK Samuel USA 6.100 8.466 14.566 Q
3 157 XIAO Ruoteng CHN 6.100 8.333 14.433 Q
4 300 ZONDERLAND Epke NED 6.200 8.200 14.400 Q
5 169 SRBIC Tin CRO 6.000 8.300 14.300 Q
6 154 DENG Shudi CHN 6.100 8.200 14.300 Q
7 361 TANG Chia-Hung TPE 6.000 8.200 14.200 Q
8 331 DALALOYAN Artur RUS 5.700 8.466 14.166 Q
9 171 LARDUET Manrique CUB 6.300 7.866 14.166 R1
10 270 TANAKA Yusuke JPN 6.000 8.133 14.133 R2
11 112 BULL Tyson AUS 5.900 8.166 14.066 R3
12 296 DEURLOO Bart NED 6.100 7.933 14.033
13 370 SAMILOGLU Umit TUR 5.900 8.100 14.000
14 156 SUN Wei CHN 6.000 8.000 14.000
15 140 BARRETTO JUNIOR Francisco BRA 6.100 7.900 14.000
16 334 NAGORNYY Nikita RUS 5.800 8.166 13.966
17 155 LIN Chaopan CHN 6.200 7.766 13.966
18 330 BELYAVSKIY David RUS 5.600 8.333 13.933
19 172 LERU Randy CUB 6.100 7.833 13.933
20 187 ABAD Nestor ESP 5.700 8.166 13.866
21 161 CALVO MORENO Jossimar Orlando COL 6.300 7.566 13.866
22 173 GEORGIOU Marios CYP 5.800 8.000 13.800
23 144 SOUZA Caio BRA 5.900 7.900 13.800
24 236 VECSERNYES David HUN 5.700 8.066 13.766
25 348 YUSOF Eddy SUI 5.500 8.233 13.733
26 150 PATERSON Cory CAN 5.700 8.000 13.700
27 201 DEGOUY Paul FRA 5.900 7.800 13.700
28 148 COURNOYER Rene CAN 5.400 8.200 13.600
29 102 CORDOBA Nicolas ARG 5.800 7.800 13.600
29 343 BAUMANN Christian SUI 5.800 7.800 13.600
31 152 ZAKUTNEY Samuel CAN 5.400 8.133 13.533
32 174 GEORGIOU Ilias CYP 5.000 8.500 13.500
33 207 FRASER Joe GBR 5.300 8.166 13.466
33 373 PAKHNIUK Petro UKR 5.300 8.166 13.466
35 143 MARIANO Arthur BRA 5.800 7.666 13.466
36 203 GOBAUX Julien FRA 5.100 8.333 13.433
37 136 LIKHOVITSKIY Andrey BLR 5.500 7.933 13.433
38 216 DAUSER Lukas GER 5.600 7.833 13.433
38 258 MACCHINI Carlo ITA 5.600 7.833 13.433
38 275 JANTYKOV Yerbol KAZ 5.600 7.833 13.433
41 166 KOVACEVIC Anton CRO 5.900 7.533 13.433
42 286 KUZMICKAS Tomas LTU 5.100 8.300 13.400
43 256 EDALLI Ludovico ITA 5.600 7.733 13.333
44 346 HEGI Oliver SUI 6.200 7.133 13.333
45 268 KAYA Kazuma JPN 5.500 7.800 13.300
45 332 KUKSENKOV Nikolai RUS 5.500 7.800 13.300
47 329 MUNTEAN Andrei Vasile ROU 4.900 8.333 13.233
48 147 CLAY Zachary CAN 5.000 8.233 13.233
49 234 KARDOS Botond HUN 5.100 8.133 13.233
