rank bib last_name first_name country diff exec total qual
1 159 ZOU Jingyuan CHN 6.600 9.200 15.800 Q
2 376 VERNIAIEV Oleg UKR 6.700 8.758 15.458 Q
3 155 LIN Chaopan CHN 6.400 8.866 15.266 Q
4 161 CALVO MORENO Jossimar Orlando COL 6.500 8.600 15.100 Q
5 331 DALALOYAN Artur RUS 6.400 8.641 15.041 Q
6 330 BELYAVSKIY David RUS 6.400 8.633 15.033 Q
6 378 MIKULAK Samuel USA 6.400 8.633 15.033 Q
8 157 XIAO Ruoteng CHN 6.200 8.800 15.000
9 334 NAGORNYY Nikita RUS 6.400 8.566 14.966
10 216 DAUSER Lukas GER 6.300 8.633 14.933 Q
11 366 ARICAN Ferhat TUR 6.600 8.266 14.866 R1
12 270 TANAKA Yusuke JPN 6.300 8.533 14.833 R2
13 272 TANIGAWA Wataru JPN 6.200 8.600 14.800 R3
13 373 PAKHNIUK Petro UKR 6.200 8.600 14.800 R3
15 144 SOUZA Caio BRA 6.100 8.666 14.766
16 156 SUN Wei CHN 5.700 9.033 14.733
17 333 LANKIN Dmitrii RUS 6.400 8.333 14.733
18 268 KAYA Kazuma JPN 6.300 8.391 14.691
19 300 ZONDERLAND Epke NED 5.900 8.733 14.633
20 220 NGUYEN Marcel GER 6.400 8.166 14.566
20 389 DINH Phuong Thanh VIE 6.400 8.166 14.566
22 205 BEVAN Brinn GBR 5.900 8.625 14.525
23 380 MOLDAUER Yul USA 5.900 8.600 14.500
24 208 HALL James GBR 6.000 8.466 14.466
25 269 SHIRAI Kenzo JPN 6.200 8.266 14.466
26 329 MUNTEAN Andrei Vasile ROU 5.900 8.500 14.400
27 313 YULO Carlos Edriel PHI 5.700 8.666 14.366
28 391 PHAM Phuoc Hung VIE 6.300 8.066 14.366
29 282 LEE Junho KOR 5.700 8.633 14.333
30 344 BRAEGGER Pablo SUI 6.300 8.033 14.333
31 369 ONDER Ahmet TUR 6.000 8.300 14.300
32 218 HERDER Philipp GER 6.100 8.200 14.300
33 189 MIR Nicolau ESP 5.500 8.766 14.266
34 291 NUNEZ Isaac MEX 5.600 8.633 14.233
35 256 EDALLI Ludovico ITA 5.800 8.400 14.200
36 187 ABAD Nestor ESP 5.500 8.675 14.175
37 280 KIM Hansol KOR 5.600 8.533 14.133
38 136 LIKHOVITSKIY Andrey BLR 5.500 8.600 14.100
39 371 HRYKO Vladyslav UKR 5.700 8.400 14.100
40 190 LOPEZ Ruben ESP 5.600 8.466 14.066
41 348 YUSOF Eddy SUI 6.000 8.066 14.066
42 260 SARRUGERIO Marco ITA 5.500 8.533 14.033
42 298 RIJKEN Frank NED 5.500 8.533 14.033
44 299 SCHMIDT Casimir NED 5.200 8.766 13.966
45 286 KUZMICKAS Tomas LTU 5.400 8.566 13.966
46 143 MARIANO Arthur BRA 5.200 8.733 13.933
47 150 PATERSON Cory CAN 5.500 8.433 13.933
