rank bib last_name first_name country diff exec total qual
1 226 PETROUNIAS Eleftherios GRE 6.300 8.966 15.266 Q
2 145 ZANETTI Arthur BRA 6.200 8.833 15.033 Q
3 111 TOVMASYAN Artur ARM 6.100 8.766 14.866 Q
4 374 RADIVILOV Igor UKR 6.300 8.433 14.733 Q
5 108 DAVTYAN Vahagn ARM 6.100 8.566 14.666 Q
6 257 LODADIO Marco ITA 6.300 8.366 14.666 Q
7 127 SIMONOV Nikita AZE 6.000 8.633 14.633 Q
7 334 NAGORNYY Nikita RUS 6.000 8.633 14.633 Q
9 130 GOOSSENS Dennis BEL 6.200 8.333 14.533 R1
9 367 COLAK Ibrahim TUR 6.200 8.333 14.533 R1
11 144 SOUZA Caio BRA 6.000 8.433 14.433 R3
12 290 de LUNA Fabian MEX 5.900 8.466 14.366
13 333 LANKIN Dmitrii RUS 6.100 8.200 14.300
14 378 MIKULAK Samuel USA 5.600 8.600 14.200
15 154 DENG Shudi CHN 6.000 8.166 14.166
16 157 XIAO Ruoteng CHN 5.700 8.433 14.133
17 220 NGUYEN Marcel GER 5.800 8.333 14.133
17 221 TOBA Andreas GER 5.800 8.333 14.133
17 388 DANG Nam VIE 5.800 8.333 14.133
20 118 HOECK Vinzenz AUT 6.100 8.033 14.133
21 208 HALL James GBR 5.800 8.300 14.100
22 331 DALALOYAN Artur RUS 5.900 8.200 14.100
23 272 TANIGAWA Wataru JPN 6.000 8.000 14.000
24 268 KAYA Kazuma JPN 6.100 7.866 13.966
25 156 SUN Wei CHN 5.900 8.033 13.933
26 219 KLESSING Nick GER 5.600 8.300 13.900
27 259 RUSSO Andrea ITA 5.700 8.200 13.900
28 273 UCHIMURA Kohei JPN 5.900 8.000 13.900
29 107 DAVTYAN Artur ARM 5.300 8.566 13.866
30 369 ONDER Ahmet TUR 6.000 7.866 13.866
31 329 MUNTEAN Andrei Vasile ROU 5.900 7.958 13.858
32 260 SARRUGERIO Marco ITA 5.500 8.333 13.833
33 155 LIN Chaopan CHN 5.600 8.233 13.833
34 203 GOBAUX Julien FRA 5.400 8.400 13.800
35 379 MODI Akash USA 5.600 8.166 13.766
36 284 PARK Minsoo KOR 5.700 8.066 13.766
37 105 MOLINARI Federico ARG 5.900 7.866 13.766
38 162 LUGO Didier COL 6.100 7.666 13.766
39 269 SHIRAI Kenzo JPN 5.700 8.033 13.733
40 207 FRASER Joe GBR 5.400 8.300 13.700
41 313 YULO Carlos Edriel PHI 5.500 8.200 13.700
41 324 BATAGA Cristian Ioan ROU 5.500 8.200 13.700
43 187 ABAD Nestor ESP 5.200 8.466 13.666
44 205 BEVAN Brinn GBR 5.100 8.500 13.600
45 296 DEURLOO Bart NED 5.300 8.300 13.600
46 190 LOPEZ Ruben ESP 5.500 8.033 13.533
46 330 BELYAVSKIY David RUS 5.500 8.033 13.533
48 365 ARCA Mustafa TUR 5.500 8.000 13.500
