rank bib last_name first_name country diff exec total qual
1 782 ABLIAZIN Denis RUS 7.100 8.966 16.066 Q
2 692 SHIRAI Kenzo JPN 7.400 8.733 ­0.1 16.033 Q
3 552 HYPOLITO Diego BRA 7.000 8.900 15.900 Q
4 690 KATO Ryohei JPN 6.700 9.133 15.833 Q
5 695 UCHIMURA Kohei JPN 6.600 9.200 15.800
6 612 ZAPATA SANTANA Rayderley Miguel ESP 6.700 8.866 15.566 Q
7 643 KOSMIDIS Eleftherios GRE 6.600 8.933 15.533 Q
8 702 KIM Hansol KOR 6.500 9.000 15.500 Q
9 824 DALTON Jacob USA 6.700 8.866 ­0.1 15.466 Q
10 575 DENG Shudi CHN 6.700 8.766 15.466 R1
11 628 PURVIS Daniel GBR 6.500 8.933 15.433 R2
12 574 CHENG Ran CHN 6.700 8.733 15.433 R3
13 783 BELYAVSKIY David RUS 6.500 8.900 15.400
14 827 NADDOUR Alexander USA 6.400 8.966 15.366
15 576 LIN Chaopan CHN 6.600 8.766 15.366
16 784 IGNATYEV Nikita RUS 6.400 8.916 15.316
17 636 HAMBUECHEN Fabian GER 6.600 8.700 15.300
18 676 SHATILOV Alexander ISR 6.700 8.600 15.300
19 565 MORGAN Scott CAN 6.400 8.866 15.266
20 571 GONZALEZ SEPULVEDA Enrique Tomas CHI 6.500 8.766 15.266
21 830 WHITTENBURG Donnell USA 6.800 8.566 ­0.1 15.266
22 554 OYAKAWA MARIANO Arthur BRA 6.600 8.633 15.233
23 691 NONOMURA Shogo JPN 6.100 9.116 15.216
24 694 TANAKA Yusuke JPN 6.200 9.033 ­0.1 15.133
25 580 ZHANG Chenglong CHN 6.700 8.433 15.133
26 707 YANG Hak Seon KOR 6.200 8.916 15.116
27 716 KUZMICKAS Tomas LTU 6.300 8.766 15.066
28 627 KEATINGS Daniel GBR 6.000 9.000 15.000
29 532 PAKHNYUK Petro AZE 6.200 8.800 15.000
29 629 THOMAS Kristian GBR 6.200 8.800 15.000
31 634 BRETSCHNEIDER Andreas GER 6.300 8.700 15.000
32 615 KIRMES Karl Oskar FIN 6.000 8.966 14.966
32 632 WILSON Nile GBR 6.000 8.966 14.966
34 786 KUKSENKOV Nikolai RUS 6.200 8.766 14.966
35 587 KOROSTELJEV Andrej CRO 6.400 8.566 14.966
36 682 CINGOLANI Andrea ITA 6.300 8.633 14.933
36 777 MUNTEAN Andrei Vasile ROU 6.300 8.633 14.933
38 607 BOTELLA PEREZ Isaac ESP 6.400 8.533 14.933
39 706 SHIN Dong Hyen KOR 5.900 9.000 14.900
40 564 LYTWYN Kevin CAN 6.000 8.900 14.900
40 639 TOBA Andreas GER 6.000 8.900 14.900
42 588 MARKOVIC Tomislav CRO 6.300 8.600 14.900
42 802 YUSOF Eddy SUI 6.300 8.600 14.900
42 826 MIKULAK Samuel USA 6.300 8.600 14.900
45 828 OROZCO John USA 6.300 8.566 14.866
46 545 LIKHOVITSKIY Andrey BLR 5.700 9.133 14.833
47 618 VEKKI Sakari FIN 5.900 8.900 14.800
48 781 PATTERSON Ryan RSA 6.000 8.766 14.766
49 774 BATAGA Cristian Ioan ROU 6.100 8.666 14.766
50 779 RADEANU Daniel Petrica Vasile ROU 6.300 8.466 14.766
51 686 PRINCIPI Paolo ITA 6.200 8.633 ­0.1 14.733
52 620 ANTONIOTTI Kevin FRA 6.100 8.633 14.733
53 625 ZONA Jim FRA 6.000 8.800 ­0.1 14.700
54 572 GONZALEZ VALENZUELA Juan Pablo CHI 6.000 8.700 14.700
55 822 VERNIAIEV Oleg UKR 6.600 8.200 ­0.1 14.700
56 768 RIVERA Luis PUR 6.000 8.666 14.666
57 769 RODRIGUEZ Alexander PUR 5.600 9.033 14.633
58 680 BARTOLINI Nicola ITA 5.800 8.833 14.633
59 672 SMITH Andrew IRL 6.000 8.633 14.633
60 703 LEE Hyeok Jung KOR 5.800 8.800 14.600
61 637 HERDER Philipp GER 6.000 8.600 14.600
62 732 WAMMES Jeffrey NED 6.100 8.500 14.600
63 667 BEHAN Kieran IRL 6.400 8.300 ­0.1 14.600
