rank bib last_name first_name country diff exec total qual
1 209 SMITH Louis GBR 6.900 8.633 15.533 Q
2 108 MERDINYAN Harutyun ARM 6.700 8.766 15.466 Q
3 171 SELIGMAN Robert CRO 6.600 8.800 15.400 Q
4 264 KAYA Kazuma JPN 6.800 8.500 15.300 Q
5 388 NADDOUR Alexander USA 6.800 8.466 15.266 Q
6 211 WHITLOCK Max GBR 7.200 8.066 15.266 Q
7 235 HIDVEGI Vid HUN 6.600 8.566 15.166 Q
8 382 VERNIAIEV Oleg UKR 7.000 8.166 15.166 Q
9 267 UCHIMURA Kohei JPN 6.200 8.933 15.133 R1
10 157 XIAO Ruoteng CHN 6.900 8.233 15.133 R2
11 233 BERKI Krisztian HUN 6.300 8.666 14.966 R3
12 340 BELYAVSKIY David RUS 6.300 8.600 14.900
13 172 UDE Filip CRO 6.400 8.500 14.900
14 342 KUKSENKOV Nikolai RUS 6.200 8.600 14.800
15 354 BAUMANN Christian SUI 6.300 8.500 14.800
16 281 GUSCINAS Rokas LTU 6.000 8.733 14.733
17 348 BERTONCELJ Saso SLO 6.500 8.200 14.700
18 127 MIKHALITSYN Vasili BLR 6.100 8.566 14.666
19 207 BEVAN Brinn GBR 6.500 8.166 14.666
20 126 LIKHOVITSKIY Andrey BLR 6.400 8.233 14.633
21 299 DEURLOO Bart NED 6.200 8.400 14.600
22 372 LEE Chih Kai TPE 6.100 8.466 14.566
23 263 KATO Ryohei JPN 6.200 8.366 14.566
24 344 NAGORNYY Nikita RUS 6.000 8.533 14.533
24 345 STRETOVICH Ivan RUS 6.000 8.533 14.533
26 138 OYAKAWA MARIANO Arthur BRA 6.100 8.433 14.533
27 275 PARK Minsoo KOR 5.900 8.600 14.500
28 208 PURVIS Daniel GBR 6.100 8.366 14.466
29 336 URSACHE Alexandru Andrei ROU 6.500 7.966 14.466
30 387 LEYVA Danell USA 6.400 8.033 14.433
31 361 MICHNAK Slavomir SVK 6.300 8.100 14.400
32 133 BARRETTO JUNIOR Francisco BRA 6.200 8.166 14.366
33 125 BARKALAU Dzmitry BLR 6.000 8.333 14.333
34 330 BATAGA Cristian Ioan ROU 6.600 7.733 14.333
35 121 LOUWIJE Bram BEL 5.600 8.700 14.300
36 280 TREFILOVS Dmitrijs LAT 6.000 8.300 14.300
37 221 CHATZIEFSTATHIOU Georgios Christos GRE 6.100 8.200 14.300
38 124 VOLKAERT Siemon BEL 5.900 8.366 14.266
39 136 FOURO da SILVA Pericles BRA 6.300 7.966 14.266
40 329 ALDYANI Ahmed QAT 6.000 8.233 14.233
41 166 MUNOZ PEREZ Jhonny Alexander COL 6.300 7.933 14.233
42 202 SABOT Hamilton FRA 6.000 8.200 14.200
43 154 LIN Chaopan CHN 6.200 8.000 14.200
44 158 YOU Hao CHN 6.600 7.600 14.200
45 377 HRYKO Vladyslav UKR 5.900 8.266 14.166
46 178 JESSEN David CZE 5.500 8.600 14.100
47 273 LEE Junho KOR 5.700 8.366 14.066
48 276 SHIN Donghyen KOR 6.000 8.066 14.066
48 356 BUCHER Pascal SUI 6.000 8.066 14.066
50 162 CALVO MORENO Jossimar Orlando COL 6.400 7.666 14.066
51 307 SKJERAHAUG Stian NOR 5.900 8.133 14.033
52 107 DAVTYAN Artur ARM 5.400 8.600 14.000
53 163 GIRALDO Jorge COL 6.000 8.000 14.000
53 173 LARDUET Manrique CUB 6.000 8.000 14.000
55 144 COURNOYER Rene CAN 5.700 8.291 13.991
56 358 HEGI Oliver SUI 5.900 8.066 13.966
57 306 GIACHINO Pietro NOR 5.700 8.233 13.933
58 251 BARTOLINI Nicola ITA 5.800 8.133 13.933
58 252 TAMIAZZO Mattia ITA 5.800 8.133 13.933
