rank bib last_name first_name country diff exec total qual
1 387 LEYVA Danell USA 7.300 8.266 15.566 Q
2 267 UCHIMURA Kohei JPN 7.100 8.266 15.366 Q
3 138 OYAKAWA MARIANO Arthur BRA 6.500 8.800 15.300 Q
4 215 HAMBUECHEN Fabian GER 6.900 8.300 15.200 Q
5 214 BRETSCHNEIDER Andreas GER 6.600 8.466 15.066 Q
6 385 BROOKS Christopher USA 6.800 8.266 15.066 Q
7 173 LARDUET Manrique CUB 7.000 8.058 15.058 Q
8 358 HEGI Oliver SUI 6.500 8.533 15.033 Q
9 355 BRAEGGER Pablo SUI 7.000 8.033 15.033 R1
10 263 KATO Ryohei JPN 6.400 8.600 15.000 R2
11 266 TANAKA Yusuke JPN 6.800 8.200 15.000
12 159 ZHANG Chenglong CHN 7.400 7.600 15.000 R3
13 340 BELYAVSKIY David RUS 6.400 8.566 14.966
14 212 WILSON Nile GBR 6.300 8.600 14.900
15 135 de SOUZA BITENCOURT Lucas BRA 6.100 8.766 14.866
16 341 IGNATYEV Nikita RUS 6.800 8.033 14.833
17 342 KUKSENKOV Nikolai RUS 6.800 8.000 14.800
18 158 YOU Hao CHN 6.400 8.300 14.700
19 153 DENG Shudi CHN 6.800 7.900 14.700
20 210 THOMAS Kristian GBR 6.500 8.166 14.666
21 219 NGUYEN Marcel GER 6.700 7.958 14.658
22 277 YOO Wonchul KOR 6.100 8.500 14.600
23 262 HAYASAKA Naoto JPN 6.400 8.133 14.533
24 264 KAYA Kazuma JPN 6.600 7.933 14.533
25 174 LERU Randy CUB 6.900 7.633 14.533
26 157 XIAO Ruoteng CHN 6.800 7.666 14.466
27 224 MARAS Vlasios GRE 6.800 7.566 14.366
28 200 AUGIS Axel FRA 6.500 7.833 14.333
29 202 SABOT Hamilton FRA 6.200 8.100 14.300
30 382 VERNIAIEV Oleg UKR 6.500 7.800 14.300
31 304 ZONDERLAND Epke NED 7.200 7.100 14.300
32 218 KRIMMER Sebastian GER 5.600 8.666 14.266
33 208 PURVIS Daniel GBR 5.900 8.366 14.266
34 161 CALVO Carlos COL 6.100 8.133 14.233
34 191 LOPEZ Ruben ESP 6.100 8.133 14.233
34 354 BAUMANN Christian SUI 6.100 8.133 14.233
37 134 CAMPOS SOUZA Caio BRA 6.200 8.033 14.233
38 290 CERDA GASTELUM Kevin MEX 6.300 7.933 14.233
39 170 MOZNIK Marijo CRO 6.200 8.000 14.200
40 176 GEORGIOU Marios CYP 5.600 8.566 14.166
41 204 WILLIG Arnaud FRA 5.900 8.266 14.166
42 356 BUCHER Pascal SUI 6.000 8.166 14.166
43 205 ZONA Jim FRA 6.100 8.066 14.166
44 120 LANDUYT Florian BEL 5.800 8.333 14.133
45 125 BARKALAU Dzmitry BLR 6.200 7.933 14.133
46 326 RIVERA Luis PUR 6.100 8.000 14.100
47 112 WIWATOWSKI Luke AUS 6.400 7.700 14.100
47 376 SAMILOGLU Umit TUR 6.400 7.700 14.100
49 275 PARK Minsoo KOR 6.100 7.966 14.066
50 136 FOURO da SILVA Pericles BRA 6.200 7.866 14.066
51 274 LEE Sangwook KOR 6.300 7.766 14.066
52 283 TVOROGAL Robert LTU 5.400 8.633 14.033
53 349 DIMIC Alen SLO 6.100 7.933 14.033
54 147 LYTWYN Kevin CAN 6.800 7.233 14.033
55 299 DEURLOO Bart NED 6.300 7.700 14.000
56 303 WAMMES Jeffrey NED 5.900 8.066 13.966
57 166 MUNOZ PEREZ Jhonny Alexander COL 6.200 7.766 13.966
58 104 CORDOBA Nicolas ARG 6.400 7.566 13.966
58 126 LIKHOVITSKIY Andrey BLR 6.400 7.566 13.966
58 179 KONECNY Martin CZE 6.400 7.566 13.966
