rank bib last_name first_name country difficulty exec total qual
1 242 DOLGOPYAT Artem ISR 6.400 8.633 15.033 Q
2 154 LIN Chaopan CHN 6.200 8.733 14.933 Q
3 332 NAGORNYY Nikita RUS 6.400 8.500 14.900 Q
4 156 XIAO Ruoteng CHN 6.200 8.633 14.833 Q
5 331 DALALOYAN Artur RUS 6.500 8.233 14.733 Q
6 270 KIM Hansol KOR 6.100 8.566 14.666 Q
7 309 YULO Carlos Edriel PHI 6.500 8.133 14.633 Q
8 203 CUNNINGHAM Dominick GBR 6.100 8.500 14.600 Q
9 187 MIR Nicolau ESP 6.000 8.533 14.533 R1
10 381 MOLDAUER Yul USA 5.800 8.666 14.466 R2
11 257 HASHIMOTO Daiki JPN 5.800 8.633 14.433 R3
12 265 KARIMI Milad KAZ 6.200 8.333 -0.1 14.433
13 271 LEE Junho KOR 6.000 8.366 14.366
14 355 LEE Chih Kai TPE 5.800 8.533 14.333
15 206 REGINI-MORAN Giarnni GBR 5.900 8.416 14.316
16 244 SHATILOV Alexander ISR 5.900 8.400 14.300
17 146 EMARD William CAN 5.900 8.333 14.233
18 358 TANG Chia-Hung TPE 5.400 8.766 14.166
19 155 SUN Wei CHN 5.500 8.666 14.166
20 205 HALL James GBR 5.700 8.566 -0.1 14.166
21 139 MARIANO Arthur BRA 5.600 8.566 14.166
21 196 SORAVUO Emil FIN 5.600 8.566 14.166
23 200 FRASCA Loris FRA 5.700 8.466 14.166
24 153 DENG Shudi CHN 6.300 8.166 -0.3 14.166
25 342 BRAEGGER Pablo SUI 6.000 8.441 -0.3 14.141
26 129 VAN DEN KEYBUS Luka BEL 5.600 8.533 14.133
27 370 PAKHNIUK Petro UKR 5.700 8.433 14.133
27 374 YUDENKOV Yevgen UKR 5.700 8.433 14.133
29 302 SKJERAHAUG Stian NOR 5.600 8.600 -0.1 14.100
30 245 BARTOLINI Nicola ITA 5.800 8.300 14.100
31 185 ABAD Nestor ESP 5.900 8.200 14.100
32 214 KLESSING Nick GER 5.700 8.366 14.066
33 325 DRAGULESCU Marian ROU 5.900 8.166 14.066
34 140 SOUZA Caio BRA 5.500 8.533 14.033
35 343 GISCHARD Benjamin SUI 5.700 8.333 14.033
36 297 SCHMIDT Casimir NED 5.900 8.133 14.033
37 249 MOZZATO Niccolo ITA 5.500 8.500 14.000
37 293 DEURLOO Bart NED 5.500 8.500 14.000
39 152 GONZALEZ Tomas CHI 5.900 8.100 14.000
40 349 RUMBUTIS David SWE 5.500 8.466 13.966
41 134 SANUVONH Dzianis BLR 5.400 8.533 13.933
41 211 KUZOVKOV Konstantin GEO 5.400 8.533 13.933
43 259 KAYA Kazuma JPN 5.800 8.433 -0.3 13.933
44 368 ONDER Ahmet TUR 5.600 8.333 13.933
45 213 HERDER Philipp GER 5.700 8.233 13.933
46 346 YUSOF Eddy SUI 5.600 8.300 13.900
47 258 KAMOTO Yuya JPN 5.600 8.366 -0.1 13.866
48 246 EDALLI Ludovico ITA 5.300 8.533 13.833
49 167 LERU Randy CUB 5.400 8.433 13.833
50 166 LARDUET Manrique CUB 5.500 8.333 13.833
