rank bib last_name first_name country diff exec total qual
1 358 TANG Chia-Hung TPE 6.200 8.733 14.933 Q
2 379 MIKULAK Samuel USA 6.100 8.766 14.866 Q
3 164 SRBIC Tin CRO 6.200 8.633 14.833 Q
4 139 MARIANO Arthur BRA 6.300 8.300 14.600 Q
5 331 DALALOYAN Artur RUS 6.000 8.433 14.433 Q
6 154 LIN Chaopan CHN 6.500 7.933 14.433 Q
7 115 BULL Tyson AUS 6.000 8.366 14.366 Q
8 257 HASHIMOTO Daiki JPN 6.100 8.266 14.366 Q
9 344 HEGI Oliver SUI 6.200 8.166 14.366 R1
10 155 SUN Wei CHN 6.000 8.333 14.333 R2
11 332 NAGORNYY Nikita RUS 5.900 8.400 14.300 R3
12 249 MOZZATO Niccolo ITA 5.400 8.800 14.200
13 248 MACCHINI Carlo ITA 5.700 8.500 14.200
14 382 WISKUS Shane USA 5.700 8.466 14.166
15 205 HALL James GBR 6.100 8.066 14.166
16 283 TVOROGAL Robert LTU 6.100 7.975 14.075
17 330 BELYAVSKIY David RUS 5.800 8.266 14.066
18 259 KAYA Kazuma JPN 6.000 8.066 14.066
19 334 STRETOVICH Ivan RUS 6.300 7.766 14.066
20 156 XIAO Ruoteng CHN 6.000 8.033 14.033
20 258 KAMOTO Yuya JPN 6.000 8.033 14.033
22 342 BRAEGGER Pablo SUI 6.200 7.766 13.966
23 273 PARK Minsoo KOR 5.700 8.200 13.900
24 153 DENG Shudi CHN 6.100 7.800 13.900
24 265 KARIMI Milad KAZ 6.100 7.800 13.900
26 346 YUSOF Eddy SUI 5.500 8.366 13.866
27 166 LARDUET Manrique CUB 5.900 7.966 13.866
28 370 PAKHNIUK Petro UKR 5.300 8.466 13.766
29 293 DEURLOO Bart NED 5.500 8.266 13.766
30 368 ONDER Ahmet TUR 5.700 8.033 13.733
31 212 DAUSER Lukas GER 5.400 8.300 13.700
32 188 PLATA Joel ESP 5.900 7.800 13.700
33 231 VECSERNYES David HUN 6.000 7.700 13.700
34 117 SWAN Gabriel AUS 5.300 8.366 13.666
35 217 TOBA Andreas GER 5.800 7.816 13.616
36 264 JANTYKOV Yerbol KAZ 5.200 8.400 13.600
37 172 JESSEN David CZE 5.400 8.200 13.600
37 229 SHEPPARD Ryan Macleod HUN 5.400 8.200 13.600
37 289 NUNEZ Isaac MEX 5.400 8.200 13.600
40 213 HERDER Philipp GER 5.200 8.366 13.566
41 127 KUAVITA Noah BEL 6.000 7.566 13.566
42 208 WHITLOCK Max GBR 5.000 8.533 13.533
43 130 VERBAEYS Jimmy BEL 5.100 8.433 13.533
44 169 GEORGIOU Marios CYP 5.500 8.033 13.533
45 198 BORELLO Antoine FRA 5.500 8.016 13.516
46 159 CALVO Carlos COL 5.200 8.300 13.500
47 150 ZAKUTNEY Samuel CAN 5.500 8.000 13.500
47 244 SHATILOV Alexander ISR 5.500 8.000 13.500
49 119 BENDA Alexander AUT 5.600 7.900 13.500
49 129 VAN DEN KEYBUS Luka BEL 5.600 7.900 13.500
