rank bib last_name first_name country diff exec total qual
1 673 VAN GELDER Yuri NED 7.300 9.300 16.600 Q
2 551 CHEN Yibing CHN 7.300 9.300 16.600 Q
3 536 JOVTCHEV Jordan BUL 7.400 9.175 16.575 Q
4 554 YANG Wei CHN 7.500 8.850 16.350 Q
5 634 TOMITA Hiroyuki JPN 6.900 9.225 16.125 Q
6 723 SAFOSHKIN Alexander RUS 7.100 9.000 16.100 Q
7 761 CARMONA Regulo VEN 7.000 9.050 16.050 Q
8 757 TAN Kai Wen USA 7.300 8.750 16.050 Q
9 630 COPPOLINO Andrea ITA 6.900 8.975 15.875 R
10 696 RI Se Gwang PRK 7.200 8.625 15.825 R
11 641 KURBANBAYEV Timur KAZ 7.100 8.650 15.750 R
12 628 ANGIOLETTI Matteo ITA 6.800 8.925 15.725
13 747 ZOZULYA Roman UKR 6.900 8.725 15.625
14 716 STANESCU G. ROU 7.000 8.600 15.600
15 632 MORANDI Matteo ITA 6.700 8.850 15.550
16 720 DEVIATOVSKI Maxim RUS 6.300 9.175 15.475
17 514 SELLATHURAI P. AUS 6.400 8.975 15.375
18 582 CARBALLO Manuel ESP 6.400 8.975 15.375
19 600 ANDERGASSEN Thomas GER 6.500 8.875 15.375
20 612 ZHONG Jian HKG 6.900 8.450 15.350
21 754 HORTON Jonathan USA 6.200 9.125 15.325
22 547 KIKUCHI David CAN 6.500 8.825 15.325
23 552 HUANG Xu CHN 6.800 8.525 15.325
24 580 BOTELLA PEREZ Isaac ESP 6.300 9.000 15.300
25 578 SAN MIGUEL Ivan ESP 6.600 8.700 15.300
26 601 JUCKEL Robert GER 6.300 8.950 15.250
27 636 NAKASE Takuya JPN 6.600 8.650 15.250
28 525 SAVITSKI Dzmitry BLR 6.300 8.925 15.225
29 712 SELARIU Dorin Razvan ROU 6.300 8.925 15.225
30 756 GOLDEN Sean USA 6.300 8.925 15.225
31 586 BENY Pierre­Yves FRA 6.500 8.725 15.225
32 553 LIANG Fuliang CHN 6.300 8.850 15.150
33 715 JIVAN Alin Sandu ROU 6.400 8.700 15.100
34 563 GEORGALLAS Irodotos CYP 7.100 8.000 15.100
35 509 VAHAG Stepanyan ARM 6.200 8.875 15.075
36 526 KASPIAROVICH Dimitri BLR 6.400 8.675 15.075
37 721 RYAZANOV Yury RUS 6.300 8.725 15.025
38 545 GOLDING Grant CAN 6.100 8.900 15.000
39 638 MIZUTORI Hisashi JPN 6.100 8.875 14.975
40 698 VARGAS Luis PUR 6.200 8.775 14.975
41 734 RAMSEIER Mark SUI 6.200 8.775 14.975
42 604 BOY Philipp GER 6.300 8.675 14.975
43 713 POPESCU Ilie Daniel ROU 6.400 8.575 14.975
44 535 NOGUEIRA Danilo BRA 6.400 8.575 14.975
45 708 RAMOS Tommy PUR 6.100 8.800 14.900
46 577 MARTINEZ Rafael ESP 6.300 8.600 14.900
47 651 YOO Won Chul KOR 6.500 8.400 14.900
48 785 GOLOTSUTSKOV Anton RUS 5.900 8.975 14.875
49 512 OFFORD Samuel AUS 5.900 8.975 14.875
50 719 KHOROKHORDIN Sergei RUS 5.900 8.950 14.850
51 730 BOESCHENSTEIN N. SUI 5.900 8.925 14.825
52 674 WAMMES Jeffrey NED 6.000 8.825 14.825
53 781 YERMAKOV Uladzimir BLR 6.100 8.725 14.825
