rank bib last_name first_name country diff exec total qual
1 262 YULO Carlos Edriel PHI 6.400 8.866 15.266 Q
2 226 DOI Ryosuke JPN 6.200 8.566 14.766 Q
3 234 KARIMI Milad KAZ 6.300 8.433 14.733 Q
4 185 REGINI-MORAN Giarnni GBR 6.200 8.333 14.533 Q
5 146 ZHANG Boheng CHN 6.100 8.400 14.500 Q
6 242 RYU Sunghyun KOR 5.900 8.566 14.466 Q
7 227 HASHIMOTO Daiki JPN 6.000 8.466 14.466 Q
8 220 BARTOLINI Nicola ITA 5.900 8.533 14.433 Q
9 231 TANIGAWA Kakeru JPN 5.800 8.500 14.300
10 179 OSBERGER Benjamin FRA 5.600 8.666 14.266 R1
11 153 BENOVIC Aurel CRO 6.100 8.366 -0.2 14.266 R2
12 238 KIM Hansol KOR 6.000 8.266 14.266 R3
13 204 MESZAROS Krisztofer HUN 6.000 8.333 -0.1 14.233
14 287 TANG Chia-Hung TPE 5.500 8.666 14.166
15 230 TANIGAWA Wataru JPN 5.600 8.566 14.166
16 183 HALL James GBR 5.800 8.366 14.166
17 291 ASIL Adem TUR 5.800 8.333 14.133
18 306 WHITTENBURG Donnell USA 6.400 7.733 14.133
19 129 MARIANO Arthur BRA 5.500 8.600 14.100
20 137 EMARD William CAN 5.700 8.400 14.100
21 128 GUIMARAES Yuri BRA 5.900 8.166 14.066
22 172 ZAPATA Rayderley ESP 6.200 7.833 -0.1 13.933
23 182 FRASER Joe GBR 5.700 8.300 -0.1 13.900
24 184 JARMAN Jake GBR 6.700 7.200 13.900
25 202 KARDOS Botond HUN 5.700 8.166 13.866
26 301 HONG Asher USA 6.000 7.966 -0.1 13.866
27 221 CASALI Lorenzo Minh ITA 5.500 8.333 13.833
28 277 KRATTER Moreno SUI 5.900 7.933 13.833
29 208 CUNNINGHAM Dominick IRL 5.700 8.100 13.800
29 295 ONDER Ahmet TUR 5.700 8.100 13.800
31 255 SCHMIDT Casimir NED 5.800 8.000 13.800
32 165 MOHAMED Omar EGY 5.500 8.233 13.733
33 126 van den KEYBUS Luka BEL 5.500 8.200 13.700
