rank bib last_name first_name country diff exec total qual
1 227 HASHIMOTO Daiki JPN 6.700 8.400 15.100 Q
2 143 SUN Wei CHN 6.400 8.433 14.833 Q
3 146 ZHANG Boheng CHN 6.200 8.533 14.733 Q
4 158 GEORGIOU Ilias CYP 5.900 8.566 14.466 Q
5 302 MALONE Brody USA 6.300 8.133 14.433 Q
6 228 KAMOTO Yuya JPN 6.000 8.400 14.400 Q
7 129 MARIANO Arthur BRA 5.900 8.466 14.366 Q
8 110 BULL Tyson AUS 5.900 8.433 14.333 Q
9 112 MORGANS Mitchell AUS 6.200 8.133 14.333 R1
10 132 SOUZA Caio BRA 6.300 8.033 14.333 R2
11 246 TVOROGAL Robert LTU 5.700 8.600 14.300 R3
12 182 FRASER Joe GBR 6.100 8.166 14.266
13 200 BALAZS Krisztian HUN 5.700 8.400 14.100
14 159 GEORGIOU Marios CYP 6.000 8.100 14.100
15 222 MACCHINI Carlo ITA 6.100 7.966 14.066
16 217 MYAKININ Alexander ISR 6.000 8.000 14.000
17 131 SOARES Diogo BRA 5.700 8.266 13.966
18 127 de SOUZA BITENCOURT Lucas BRA 5.400 8.433 13.833
19 234 KARIMI Milad KAZ 6.100 7.733 13.833
20 170 PLATA Joel ESP 6.300 7.533 13.833
21 226 DOI Ryosuke JPN 6.300 7.500 13.800
22 136 DOLCI Felix CAN 5.900 7.866 13.766
23 280 SERHANI Taha SUI 5.900 7.800 13.700
24 144 YANG Jiaxing CHN 5.300 8.366 13.666
25 242 RYU Sunghyun KOR 5.100 8.533 13.633
26 140 ZAKUTNEY Samuel CAN 5.600 8.033 13.633
27 219 ABBADINI Yumin ITA 5.600 8.000 13.600
28 291 ASIL Adem TUR 5.000 8.566 13.566
29 177 DEGOUY Paul FRA 5.200 8.366 13.566
30 230 TANIGAWA Wataru JPN 5.700 7.866 13.566
31 262 YULO Carlos Edriel PHI 5.000 8.533 13.533
32 297 KOVTUN Illia UKR 5.700 7.833 13.533
33 223 LEVANTESI Matteo ITA 5.400 8.100 13.500
34 284 HUNG Yuan-Hsi TPE 4.900 8.533 13.433
