rank bib last_name first_name country diff exec total qual
1 242 BERKI Krisztian HUN 6.700 9.200 15.900 Q
2 116 SELLATHURAI P. AUS 6.600 8.966 15.566 Q
3 210 TOMMASONE Cyril FRA 6.400 9.100 15.500 Q
4 169 UDE Filip CRO 6.500 9.000 15.500 Q
5 126 TRUYENS Donna Donny BEL 6.500 8.916 15.416 Q
6 362 BERTONCELJ Saso SLO 6.300 9.100 15.400 Q
7 112 MERDINYAN Harutyum ARM 6.400 8.933 15.333 Q
8 220 SMITH Louis GBR 6.900 8.400 15.300 Q
9 170 SELIGMAN Robert CRO 6.300 8.900 15.200 R
10 277 NAKASHIMA Tatsuki JPN 6.100 9.066 15.166 R
11 269 BUSNARI Alberto ITA 6.500 8.666 15.166 R
12 272 UCHIMURA Kohei JPN 6.000 9.133 15.133
13 434 HA Changju KOR 6.300 8.700 15.000
14 350 KOCZI Flavius ROU 6.300 8.666 14.966
15 351 BUIDOSO Ovidiu ROU 6.100 8.733 14.833
16 241 HIDVEGI Vid HUN 6.200 8.633 14.833
17 159 TENG Haibin CHN 6.300 8.483 14.783
18 217 HUNTER Samuel GBR 6.400 8.308 14.708
19 209 SABOT Hamilton FRA 5.800 8.866 14.666
20 359 BELYAVSKIY David RUS 5.700 8.941 14.641
21 403 FUENTES Jose Luis VEN 6.400 8.241 14.641
22 160 YAN Mingyong CHN 5.800 8.833 14.633
23 398 NARMETOV Daulet UZB 5.800 8.833 14.633
24 237 KALLAI Zoltan HUN 6.000 8.633 14.633
25 216 PURVIS Daniel GBR 5.800 8.800 14.600
26 356 KHOROKHORDIN Sergey RUS 5.800 8.766 14.566
27 132 SAVITSKI Dzmitry BLR 5.600 8.900 14.500
28 344 VARGAS VELAZQUEZ L. PUR 5.800 8.700 14.500
29 342 RIVERA Luis PUR 6.000 8.500 14.500
30 268 TAMIAZZO Mattia ITA 5.600 8.866 14.466
31 258 SHATILOV Alexander ISR 5.600 8.866 14.466
32 361 PAKHOMENKO Igor RUS 5.800 8.666 14.466
33 386 NAKONECHNYY Vitaliy UKR 5.700 8.733 14.433
34 133 TSAREVICH Aliaksandr BLR 5.800 8.600 14.400
35 387 STEPKO Oleg UKR 6.000 8.400 14.400
36 168 PENA CASTIBLANCO J. COL 6.200 8.191 14.391
37 162 ZHANG Chenglong CHN 5.400 8.966 14.366
38 352 BATAGA Cristian Ioan ROU 5.900 8.441 14.341
39 343 RODRIGUEZ Alexander PUR 6.000 8.333 14.333
40 391 CAMERON Christopher USA 6.000 8.333 14.333
41 288 KIM Soo Myun KOR 5.600 8.725 14.325
42 396 FOKIN Anton UZB 5.600 8.700 14.300
43 198 MUNOZ Sergio ESP 5.700 8.600 14.300
44 226 SPIRIDONOV Evgenij GER 5.800 8.500 14.300
45 150 SANDY Casey CAN 6.200 8.100 14.300
46 302 CORRAL BARRON Daniel MEX 5.600 8.675 14.275
46 215 THOMAS Kristian GBR 5.600 8.675 14.275
48 339 MORALES­CASADO R. PUR 5.700 8.566 14.266
49 212 WILLIG Arnaud FRA 5.400 8.833 14.233
50 222 BOY Philipp GER 5.500 8.700 14.200
51 284 YOO Won Chul KOR 5.900 8.300 14.200
52 265 POZZO Enrico ITA 5.600 8.566 14.166
53 341 RAMOS RIVERA Angel PUR 5.600 8.533 14.133
54 274 UEMATSU Koji JPN 5.900 8.233 14.133
55 367 GISI Roman SUI 5.700 8.400 14.100
56 370 BUCHER Pascal SUI 5.800 8.300 14.100
57 138 BRENTANO RODRIGUES BRA 5.800 8.300 14.100
58 384 KUKSENKOV Mykola UKR 6.000 8.100 14.100
59 368 GROVES Daniel SUI 5.400 8.666 14.066
60 157 CHEN Yibing CHN 5.800 8.266 14.066
61 281 VALEIEV Ildar KAZ 5.300 8.733 14.033
