rank bib last_name first_name country diff exec total qual
1 157 CHEN Yibing CHN 6.800 9.166 15.966 Q
2 160 YAN Mingyong CHN 6.800 8.900 15.700 Q
3 273 YAMAMURO Koji JPN 6.700 8.933 15.633 Q
4 264 MORANDI Matteo ITA 6.700 8.800 15.500 Q
5 284 YOO Won Chul KOR 6.600 8.866 15.466 Q
6 378 CHEN Chih Yu TPE 6.700 8.766 15.466 Q
7 276 KOBAYASHI Kenya JPN 6.400 9.033 15.433 Q
8 272 UCHIMURA Kohei JPN 6.400 9.000 15.400
9 199 SAN MIGUEL Ivan ESP 6.500 8.900 15.400 Q
10 395 WYNN Brandon USA 6.700 8.700 15.400 R
11 266 ANGIOLETTI Matteo ITA 6.400 8.966 15.366 R
12 225 TARANU Thomas GER 6.600 8.666 15.266 R
13 340 RAMOS Tommy PUR 6.400 8.833 15.233
14 392 HORTON Jonathan USA 6.700 8.533 15.233
15 270 AL ASI Ali JOR 6.700 8.433 15.133
16 275 TANAKA Kazuhito JPN 6.100 8.900 15.000
17 161 LU Bo CHN 6.600 8.366 14.966
18 356 KHOROKHORDIN Sergey RUS 6.100 8.800 14.900
19 144 IOVTCHEV Iordan BUL 6.600 8.300 14.900
20 358 DEVYATOVSKIY Maxim RUS 6.000 8.866 14.866
21 267 OTTAVI Paolo ITA 6.300 8.566 14.866
22 381 HUANG Sheng Meng TPE 6.500 8.366 14.866
23 197 CARBALLO Manuel ESP 6.100 8.733 14.833
24 106 MOLINARI Federico ARG 6.600 8.233 14.833
25 224 HAMBUECHEN Fabian GER 5.900 8.900 14.800
26 198 MUNOZ Sergio ESP 6.200 8.600 14.800
27 353 BUCUR Adrian ROU 6.200 8.600 14.800
28 113 JEFFERIS Joshua AUS 6.300 8.500 14.800
29 114 OFFORD Samuel AUS 6.300 8.500 14.800
30 396 FOKIN Anton UZB 6.300 8.466 14.766
31 200 GOMEZ FUERTES Javier ESP 5.900 8.833 14.733
32 274 UEMATSU Koji JPN 6.000 8.733 14.733
33 332 PALMA SIMOES Gustavo POR 6.000 8.733 14.733
34 163 GIRALDO LOPEZ J. COL 6.200 8.533 14.733
35 342 RIVERA Luis PUR 6.400 8.333 14.733
36 218 SEAGER Theo GBR 6.000 8.700 14.700
37 350 KOCZI Flavius ROU 6.000 8.700 14.700
38 250 KHENARINEZHAD Hadi IRI 6.600 8.100 14.700
39 289 YANG Hak Seon KOR 5.900 8.766 14.666
40 116 SELLATHURAI P. AUS 6.300 8.366 14.666
41 156 GONZALEZ SEPULVEDA CHI 5.800 8.850 14.650
42 202 BOTELLA PEREZ Isaac ESP 5.800 8.800 14.600
43 152 LYTWYN Kevin CAN 5.800 8.800 14.600
44 281 VALEIEV Ildar KAZ 6.100 8.500 14.600
45 384 KUKSENKOV Mykola UKR 6.200 8.400 14.600
46 222 BOY Philipp GER 5.900 8.666 14.566
47 219 PANTELEYMONOV Ruslan GBR 5.800 8.733 14.533
48 300 PALGEN Sascha LUX 5.800 8.733 14.533
49 212 WILLIG Arnaud FRA 6.100 8.433 14.533
50 207 LEINONEN Markku FIN 5.900 8.625 14.525
51 209 SABOT Hamilton FRA 5.700 8.800 14.500
52 298 GUSCINAS Rokas LTU 6.100 8.366 14.466
53 134 KASPIAROVICH Dzmitry BLR 5.600 8.833 14.433
54 331 ALMEIDA CAMPOS M. POR 5.800 8.633 14.433
55 394 LEYVA Danell USA 5.900 8.533 14.433
56 344 VARGAS VELAZQUEZ L. PUR 5.900 8.500 14.400
57 142 NOGUEIRA Danilo BRA 6.000 8.400 14.400
58 307 WAMMES Jeffrey NED 6.000 8.400 14.400
59 217 HUNTER Samuel GBR 5.300 9.066 14.366
60 422 DZIAMCHYKHIN A. BLR 5.500 8.866 14.366
